"生产日期
Production Date","内部机型
Internal Model","类型
Type","总部
HQ","主板板型
Mainboard model",MODELO+PCB,"组件号
MB part number","总BOM数量
Material QTY","手插件数
Hi material QTY","手插率
Hand insertion rate","芯片方案
Chip Solution",内置TCON,"液晶屏物料号
LCD Part No.","液晶屏型号描述
LCD Description","液晶面板
SKD panel","屏幕厂家
LCD Brand","屏接口类型
LCD interface type",TOOL,TOOL SW,"转接板
Converter",TCON,FFC,"通用远程拾音板
MIC Board","远程拾音线
MIC cable","多合一端子板（非远程拾音）
all-in-one board（non MIC）","多合一端子板连接线
all-in-one board cable",备注/Remarks,配套远程拾音板,WiFi模块,WiFi模块描述,,,
2025/6/12,116UXQUA,REFLOW,HuangDao,54218,116UXQUA54218,431381,/,/,/,主控IC\MT9655BAATAC\TP,否,431078,液晶屏\HD116K8U61-TAL1\S0\GM\ROH,液晶屏面板\PTB55GT01-1 Ver.1.0\GM\ROH,惠科(HKC),41pin+51pin(VB1),4K VB1,/,/,/,41pin(1220743)+51pin(FB0301004900),"433219
拾音MIC板组件\RSAG2.908.52894-04\R","1417462
高速信号线\FFC-L-10-KP-1125-Z4\1125\ROH",,,"增加DP、重低音、天空音、环绕音功能
add bass/Ceiling sound/Surround sound/DP
RKP","417379
拾音MIC板组件\RSAG2.908.52894\ROH",,,,,
2025/6/18,98U9LUA,REFLOW,HuangDao,51097,98U9LUA51097,402530,/,/,/,主控IC\MT9618GABTAB\TP\JK\ROH,否,404124,液晶屏\HD980H8U72-TAL3\S0\GM\ROH,液晶屏面板\HV980QUB-E12\GM\ROH,京东方(BOE),41pin+51pin(VB1),4K VB1,/,/,/,41pin(1220743)+51pin(FB0301004900),"1316613
远程拾音模组\HS-2D20\ROH","1401212
高速信号线\FFC-L-10KP-935-Z2\935\ROH",,,"增加重低音、天空音、环绕音功能
add bass/ceiling sound/surround sound",,,,,,
2025/6/19,70A60QUR,REFLOW,HuangDao,53513,70A60QUR53513,428670,/,/,/,主控IC\MT9010PAATDA\TP\ROH,是,,HD700KJU91-T0L1,液晶屏面板\CV700U3-L01\GM\ROH,彩虹光电(CHOT),1*60pin(PTP),4K VB1,/,11479,/,60pin(FB0301018427),,,,,70-inch Konka module,,,,,,
2025/6/19,75S7NUA,REFLOW,HuangDao,51256,75S7NUA51256,423695,/,/,/,主控IC\MT9618GADTAB\TP\ROH,是,423982,液晶屏\HE750K5U69-T0L2\S0\GM\ROH,液晶屏面板\PT750GT02-6\GM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"420332
TCON-ZJ贴片单元\RSAG2.908.53127TP\ROH",68pin(1250761),,,,,"增加天空音、毫米波雷达功能
add ceiling sound/millimeter-wave radar (MWR) sound
1402052 通用射频模块\R601T3R01",,,,,,
2025/6/19,98Q71QUA,REFLOW,HuangDao,52936,98Q71QUA52936,430634,/,/,/,MT9618GADTAB,否,,HD980GCU71-L6,HV980QUB-E11,京东方(BOE),41pin+51pin(VB1),4K VB1,/,/,/,41pin(1220743)+51pin(FB0301004900),"424716
转接板组件\RSAG2.908.13888-16\ROH
远场遥控板wifi多合一板",,,,委外高创开发新平台,,,,,,
2025/6/26,70A60QUV,REFLOW,HuangDao,53514,70A60QUV53514,430469,/,/,/,主控IC\MT9603BAATAC\TP\ROH,否,,HD700KJU91-T0L1,液晶屏面板\CV700U3-L01\GM\ROH,彩虹光电(CHOT),1*60pin(PTP),4K VB1,/,11479,/,60pin(FB0301018427),,,"438927
转接板组件\RSAG2.908.51470-16\ROH",,,,,,,,
2025/6/27,85S7NUA,REFLOW,HuangDao,51256,85S7NUA51256,423695,/,/,/,主控IC\MT9618GADTAB\TP\ROH,是,426960,液晶屏\HE850K5U69-T0L1\S0\GM\ROH,液晶屏面板\PT850GT02-E\GM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"408329
TCON-ZJ贴片单元\RSAG2.908.51529-02TP\ROH",68pin(1250761),,,,,"增加天空音、毫米波雷达功能
add ceiling sound/millimeter-wave radar (MWR) sound
1402052 通用射频模块\R601T3R01",,,,,,
2025/7/3,65A60QUF,3 IN 1,HuangDao,53149,65A60QUF53149,428186,643,31,4.82%,主控IC\MT9026EAATBC\TP\JK\ROH,是,436904,液晶屏\HD650K1U51-T0L6\S1\GM\ROH,液晶屏面板\T650QVN07.5\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"417414
TCON-ZJ贴片单元\RSAG2.908.51831-01TP\ROH",68pin(1250761),,,"428657
转接板组件\RSAG2.908.51470-10\ROH","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2025/7/3,55S7NUA(0002),REFLOW,HuangDao,51256,55S7NUA(0002)51256,423695,/,/,/,主控IC\MT9618GADTAB\TP\ROH,是,409062,液晶屏\HE550X3U61-T0L1\S0\GM\ROH,液晶屏面板\PT550GT06-C\GM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"350705
TCON-ZJ贴片单元\RSAG2.908.12944-03TP\ROH",68pin(1250761),,,,,"增加天空音、毫米波雷达功能
add ceiling sound/millimeter-wave radar (MWR) sound
1402052 通用射频模块\R601T3R01",,,,,,
2025/7/3,136MXQUV,REFLOW,HuangDao,53355,136MXQUV53355,436831,/,/,/,/,/,/,LED,LED,/,41pin+51pin(VB1),4K VB1,/,/,/,41pin(1220743)+51pin(FB0301004900),,,,,"LED显示产品（商显）
LED Display Products (Commercial)",,,,,,
2025/7/10,40A40QUR,3 IN 1,JiangMen,TPD.T950R4T.PB701,40A40QURTPD.T950R4T.PB701,CVTE,/,/,/,外购板卡,是,433423,屏\JHD400K1F01-T0L1\S1\GM\MCKD3A\ROH\长,液晶屏面板\V400HJB-P03-CG\GM\ROH,群创(INX),1*68pin(Mini LVDS),MINI LVDS,Mini24,ZH-MINI-FHD-68_1_1,/,68pin(1250761),,,,,,,,,,,
2025/7/10,55A60QUR(01),3 IN 1,HuangDao,TPD.R817T.PC701（T）B,55A60QUR(01)TPD.R817T.PC701（T）B,CVTE,/,/,/,主控IC\MT9010PAATDA\TP\ROH,是,443550,液晶屏\HD550K1U51-T0L6\S1\GM\MCKD3A\ROH,液晶屏面板\T550QVN10.0\JK\GM\ROH,友达(AUO),2*60pin(PTP),4K VB1,/,11479,/,60pin(FB0301018427),,,"1410807
外购多合一板卡","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",Different FFC connectors.,,,,,,
2025/7/10,HL5QPRO,REFLOW,HuangDao,14814,HL5QPRO14814,362962,/,/,/,,,,,,,,Laser TV,,,,,,,,,激光电视 laser TV,,,,,,
2025/7/17,75Q60QUR(01),3 IN 1,HuangDao,53142,75Q60QUR(01)53142,443610,636,33,5.19%,主控IC\MT9010PAATDA\TP\ROH,是,444018,液晶屏\HD750K1U73-T0L7\S0\GM\ROH,液晶屏面板\HV750QUB-F94 Rev.1.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"439890
TCON-ZJ贴片单元\RSAG2.908.51637-03TP\ROH",68pin(1250761),,,"1410807
外购多合一板卡","1413468
高速信号线\FFC-T-30KP-395-Z4\395\ROH",,,1281346,WIFI模块\DCT2JM2001\ROH,,,
2025/7/18,98Q70QUA,REFLOW,HuangDao,52936,98Q70QUA52936,427509,/,/,/,主控IC\MT9618GADTAB\TP\ROH,否,428974,液晶屏\HD980H7U72-TAL4\S0\GM\ROH,液晶屏面板\HV980QUB-E11\GM\ROH,京东方(BOE),41pin+51pin(VB1),4K VB1,/,/,/,41pin(1220743)+51pin(FB0301004900),"1316613
远程拾音模组\HS-2D20\ROH","1400786
高速信号线\FFC-L-10-KP-760-Z3\760\\\ROH",,,,,,,,,
2025/7/24,40V35RS,3 IN 1,JiangMen,51874,40V35RS51874,432469,671,22,3.28%,主控IC\NT72690TBG-8C2K/W\TP\ROH,是,435241,液晶屏\JHD400K1F01-T0L4B1\S1\GM\ROH,液晶屏面板\V400HJB-P03-CG\GM\ROH,群创(INX),1*68pin(Mini LVDS),MINI LVDS,Mini21,ZH-MINI-FHD-68_1_1,/,68pin(1250761),,,,,,,,,,,
2025/7/24,40A40QUV(02),3 IN 1,JiangMen,51874,40A40QUV(02)51874,448095,662,22,3.32%,主控IC\NT72690TBG-8C2K/W\TP\ROH,是,448008,液晶屏\JHD400K1F01-T0L1\S3\GM\ROH\广,液晶屏面板\V400HJB-P03-CG\GM\ROH,群创(INX),1*68pin(Mini LVDS),MINI LVDS,,ZH-MINI-FHD-68_1_1,/,68pin(1250761),,,,,"正在与硬件主设计林承鸿沟通中，准备用40A40QSV升级
软件已发送给厂家做验证
升级后点不亮","433219
拾音MIC板组件\RSAG2.908.52894-04\R",1263279,WIFI模块\TX7921AU64T\ROH,,,
2025/7/24,43A60QUV,3 IN 1,HuangDao,53061,43A60QUV53061,431212,573,27,4.71%,主控IC\MT9603BAATAC\TP\ROH,是,439304,液晶屏\JHD425J1U01-T0L3\S0\GM\ROH,液晶屏面板\V430DJ1-Q01-D2\GM\ROH,群创(INX),1*68pin(PTP),4K VB1,/,11477,"402269
TCON-ZJ板组件\RSAG2.908.12570-02\ROH",68pin(1250761),,,"425567
转接板组件\RSAG2.908.51470-08\ROH","1418199
高速信号线\FFC-T-30KP-240-Z2\240\ROH",,,,,,,
2025/7/24,55A60QUR(02),3 IN 1,HuangDao,TPD.R817T.PC701（T）B,55A60QUR(02)TPD.R817T.PC701（T）B,CVTE,/,/,/,主控IC\MT9010PAATDA\TP\ROH,是,444441,液晶屏\HD550K1U62-T0L6\S0\GM\ROH,液晶屏面板\PT550GT08-1\GM\ROH,惠科(HKC),2*60pin(PTP),4K VB1,/,10856,/,60pin(FB0301018427),,,"1410807
外购多合一板卡","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",Different FFC connectors.,,,,,,
2025/7/24,50A60QUV,3 IN 1,HuangDao,53061,50A60QUV53061,431570,575,27,4.70%,主控IC\MT9603BAATAC\TP\ROH,是,438205,液晶屏\HD500K1U91-T0L3\S0\GM\ROH,液晶屏面板\CV500U5-L04-V02\GM\ROH,彩虹光电(CHOT),1*60pin(PTP),4K VB1,/,11479,/,60pin(FB0301018427),,,"425567
转接板组件\RSAG2.908.51470-08\ROH","1417112
高速信号线\FFC-L-60KP-320-Z1\320",,,1263279,WIFI模块\TX7921AU64T\ROH,,,
2025/7/24,65Q60QUF(0002),REFLOW,HuangDao,13538,65Q60QUF(0002)13538,441657,/,/,/,主控IC\MT9026EAATBC\TP\JK\ROH,是,424088,液晶屏\HD650K1U51-T0L5B1\S1\GM\ROH,液晶屏面板\T650QVN07.5\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"417414
TCON-ZJ贴片单元\RSAG2.908.51831-01TP\ROH",68pin(1250761),,,,,,,1263279,WIFI模块\TX7921AU64T\ROH,,,
2025/7/31,40V35RUF,3 IN 1,JiangMen,53011,40V35RUF53011,444510,673,19,2.82%,主控IC\MT9026PAATAB\TP\JK\ROH,是,445368,液晶屏\JHD400K1F01-T0L1\S2\GM\ROH,液晶屏面板\V400HJB-P03-CG\GM\ROH,群创(INX),1*68pin(Mini LVDS),MINI LVDS,Mini24,ZH-MINI-FHD-68_1_1,/,68pin(1250761),,,,,正在与硬件主设计赵小龙沟通中，准备用40A40QUF升级,,1265032,WIFI模块\TX7663BU51T\ROH,,,
2025/7/31,100UXQUA,REFLOW,HuangDao,54218,100UXQUA54218,431381,/,/,/,主控IC\MT9655BAATAC\TP,否,437125,液晶屏\HD100K8U71-TAL2\S0\GM\ROH,液晶屏面板\HF100QUB-E23\GM\ROH,京东方(BOE),41pin+51pin(VB1),4K VB1,/,/,/,41pin(1220743)+51pin(FB0301004900),"433219
拾音MIC板组件\RSAG2.908.52894-04\R","1417610
高速信号线\FFC-L-10-KP-810-Z3\810\ROH",,,"增加DP、重低音、天空音、环绕音功能
add bass/Ceiling sound/Surround sound/DP
RKP",,,,,,
2025/7/31,116U9QUA,REFLOW,HuangDao,54218,116U9QUA54218,431381,/,/,/,主控IC\MT9655BAATAC\TP,否,440575,液晶屏\HD116K8U61-TAL2\S0\GM\ROH,液晶屏面板\PTB55GT01-1 Ver.1.0\GM\ROH,惠科(HKC),41pin+51pin(VB1),4K VB1,/,/,/,41pin(1220743)+51pin(FB0301004900),"433219
拾音MIC板组件\RSAG2.908.52894-04\R","1417462
高速信号线\FFC-L-10-KP-1125-Z4\1125\ROH",,,"增加DP、重低音、天空音、环绕音功能
add bass/Ceiling sound/Surround sound/DP
RKP","433219
拾音MIC板组件\RSAG2.908.52894-04\R",1263279,WIFI模块\TX7921AU64T\ROH,,,
2025/7/31,55C350RS,3 IN 1,HuangDao,53061,55C350RS53061,434278,579,27,4.66%,主控IC\MT9603BAATAC\TP\ROH,是,435164,液晶屏\HD550K1U74-T0L3B1\S0\GM\ROH,液晶屏面板\HV550QUB-F72 Rev.1.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"434539
TCON-ZJ贴片单元\RSAG2.908.10545-11TP\ROH",68pin(1250761),,,"425567
转接板组件\RSAG2.908.51470-08\ROH","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,"433219
拾音MIC板组件\RSAG2.908.52894-04\R",1263279,WIFI模块\TX7921AU64T\ROH,,,
2025/7/31,50A60QUA(01),3 IN 1,HuangDao,53061,50A60QUA(01)53061,448200,575,27,4.70%,主控IC\MT9603EAATAC\TP\JK\ROH,是,448297,液晶屏\HD500K1U91-T0L6\S1\GM\ROH,液晶屏面板\CV500U5-L04-V02\GM\ROH,彩虹光电(CHOT),1*60pin(PTP),4K VB1,/,11479,/,60pin(FB0301018427),,,"447889
副板大组拾音\51470-10-50257\ROH
四合一非远场","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2025/8/7,43V35RS,3 IN 1,JiangMen,51874,43V35RS51874,426843,560,24,4.29%,主控IC\NT72690TBG-8C2K/W\TP\ROH,是,428756,液晶屏\JHD425K1F71-T0L2B1\S1\GM\ROH\广,液晶屏面板\HV430FHB-F94\GM\ROH,京东方(BOE),51pin(MiniLVDS),MINI LVDS,Mini23,ZH-mini-fhd_51,/,51pin(FB0301004900),,,,,"与曲寒冬沟通，硬件不一致，可以尝试用43A40QSV升级；
最终确认用43A40QAVT升级；
需要新开程序
需要新主板",,,,,,
2025/8/7,43A60QUR,3 IN 1,JiangMen,53143,43A60QUR53143,432416,610,26,4.26%,主控IC\MT9010PAATDA\TP\ROH,是,441277,液晶屏\JHD425J1U01-T0L6\S0\GM\ROH\广,液晶屏面板\V430DJ1-Q01-D2\GM\ROH,群创(INX),1*68pin(PTP),4K VB1,/,11477,"434601
TCON-ZJ贴片单元\RSAG2.908.12570-06TP\ROH",68pin(FB0301014574),,,"1410807
外购多合一板卡","1418199
高速信号线\FFC-T-30KP-240-Z2\240\ROH",,,,,,,
2025/8/7,43Q60QUF(0002),3 IN 1,HuangDao,53061,43Q60QUF(0002)53061,443162,573,27,4.71%,主控IC\MT9026EAATBC\TP\JK\ROH,是,422584,屏\HD425Y1U53-T0LHK5\S0\GM\ROH\广,液晶屏面板\T430QVN04.1\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"423211
TCON-ZJ贴片单元\RSAG2.908.51831-03TP\ROH",68pin(1250761),,,,,,,,,,,
2025/8/7,43C350NUF(02),3 IN 1,JiangMen,13684,43C350NUF(02)13684,446938,569,27,4.75%,主控IC\MT9026EAATBC\TP\JK\ROH,是,447222,液晶屏\JHD425J1U01-T0L6\S1\GM\ROH\广,液晶屏面板\V430DJ1-Q01-D2\GM\ROH,群创(INX),1*68pin(PTP),4K VB1,/,11477,"288516
TCON-ZJ贴片单元\RSAG2.908.10545-08TP\ROH",68pin(1250761),,,,,,,,,,,
2025/8/7,50C350NUF(02),3 IN 1,HuangDao,53061,50C350NUF(02)53061,447265,573,27,4.71%,主控IC\MT9026EAATBC\TP\JK\ROH,是,448329,液晶屏\HD500K1U01-T0L6\S0\GM\ROH,液晶屏面板\V500DJ7-QE1-D1\GM\ROH,群创(INX),1*68pin(PTP),4K VB1,/,11477,"434601
TCON-ZJ贴片单元\RSAG2.908.12570-06TP\ROH",68pin(1250761),,,,,,,,,,,
2025/8/14,32A40QUF(03),3 IN 1,JiangMen,54920,32A40QUF(03)54920,445703,570,19,3.33%,主控IC\MT9026PAATAB\TP\JK\ROH,是,447458,屏\JHD315K1H01-T0L1\S1\GM\ROH\广,液晶屏面板\V320BJ9-Q01-CA\GM\ROH,群创(INX),1*60pin(Mini LVDS),MINI LVDS,Mini14,ZH_MINI_HD_3,/,60pin(FB0301018427),,,,,,,,,,,
2025/8/14,50A40QSV,3 IN 1,HuangDao,TPD.NT72690T.PB713（T）,50A40QSVTPD.NT72690T.PB713（T）,CVTE,/,/,/,NT72690,是,441576,液晶屏\HD500K1F61-T0LAB1\S0\GM\ROH,液晶屏面板\PT500CT02-1\GM\ROH,惠科(HKC),51pin(MiniLVDS),MINI LVDS,Mini26,ZH-mini-fhd_51,/,51pin(FB0301004900),,,,,,,,,,,
2025/8/14,75C350RS,3 IN 1,HuangDao,53230,75C350RS53230,435585,654,34,5.20%,主控IC\MT9603BAATAC\TP\ROH,是,435676,液晶屏\HD750K1U71-T0L3B2\S2\GM\ROH,液晶屏面板\HV750QUB-F92\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"410579
TCON-ZJ贴片单元\RSAG2.908.51637TP\ROH",68pin(1250761),,,,,,,,,,,
2025/8/14,55Q60QUF(0002),3 IN 1,HuangDao,53061,55Q60QUF(0002)53061,447618,575,27,4.70%,主控IC\MT9026EAATBC\TP\JK\ROH,是,447626,液晶屏\HD550K1U75-T0L5\S1\GM\ROH,液晶屏面板\HV550QUB-F74 Rev.1.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"443645
TCON-ZJ贴片单元\RSAG2.908.51637-08TP\ROH",68pin(1250761),,,"447889
副板大组拾音\51470-10-50257\ROH
四合一非远场","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2025/8/14,55Q60QUV(0002),3 IN 1,HuangDao,53061,55Q60QUV(0002)53061,440674,574,27,4.70%,主控IC\MT9603BAATAC\TP\ROH,是,444684,液晶屏\HD550K1U75-T0L5\S0\GM\ROH,液晶屏面板\HV550QUB-F74 Rev.1.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"443645
TCON-ZJ贴片单元\RSAG2.908.51637-08TP\ROH",68pin(1250761),,,"448391
副板大组拾音\51470-08-50257\ROH
四合一非远场","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2025/8/14,75Q60QUV(02),REFLOW,HuangDao,13538,75Q60QUV(02)13538,436730,/,/,/,主控IC\MT9603BAATAC\TP\ROH,是,449103,液晶屏\HD750K1U73-T0L5\S1\GM\ROH,液晶屏面板\HV750QUB-F94 Rev.1.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"439890
TCON-ZJ贴片单元\RSAG2.908.51637-03TP\ROH",68pin(1250761),,,"447877
副板大组拾音\51470-02-50257\ROH","1412212
高速信号线\FFC-30KP-440-Z4\440\ROH",,,,,,,
2025/8/14,50C350RS,3 IN 1,HuangDao,53061,50C350RS53061,431570,575,27,4.70%,主控IC\MT9603BAATAC\TP\ROH,是,441943,液晶屏\HD500K1U91-T0L3\S1\GM\ROH,液晶屏面板\CV500U5-L04-V02\GM\ROH,彩虹光电(CHOT),1*60pin(PTP),4K VB1,/,11479,/,60pin(FB0301018427),,,"448391
副板大组拾音\51470-08-50257\ROH
四合一非远场","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2025/8/14,75C350NUF(02),REFLOW,HuangDao,53230,75C350NUF(02)53230,447513,/,/,/,主控IC\MT9026EAATBC\TP\JK\ROH,是,448654,液晶屏\HD750K1U73-T0L6\GM\ROH,液晶屏面板\HV750QUB-F94 Rev.1.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"439890
TCON-ZJ贴片单元\RSAG2.908.51637-03TP\ROH",68pin(1250761),,,,,,,,,,,
2025/8/21,32A40QUV(02),3 IN 1,JiangMen,52889,32A40QUV(02)52889,447500,599,19,3.17%,主控IC\NT72690TBG-8C2K/W\TP\ROH,是,419531,液晶屏\JHD315K1H01-T0L1\S0\GM\ROH\广,液晶屏面板\V320BJ9-Q01-CA\GM\ROH,群创(INX),1*60pin(Mini LVDS),MINI LVDS,Mini14,ZH_MINI_HD_3,/,60pin(FB0301018427),,,,,"正在与硬件主设计林承鸿沟通中，准备用32A40QSV升级
软件预发放",,,,,,
2025/8/21,32V35RUF,3 IN 1,JiangMen,53010,32V35RUF53010,439439,628,19,3.03%,主控IC\MT9026PAATAB\TP\JK\ROH,是,439780,液晶屏\JHD315K1H61-T0L1\S0\GM\ROH\广,液晶屏面板\PT320AT02-5\GM\ROH,惠科(HKC),1*60pin(Mini LVDS),MINI LVDS,Mini24,ZH_MINI_HD_4,/,60pin(FB0301018427),,,,,,,,,,,
2025/8/21,50A60QUR,3 IN 1,HuangDao,53143,50A60QUR53143,431547,604,26,4.30%,主控IC\MT9010PAATDA\TP\ROH,是,441044,液晶屏\HD500K1U91-T0L6\S0\GM\ROH,液晶屏面板\CV500U5-L04-V02\GM\ROH,彩虹光电(CHOT),1*60pin(PTP),4K VB1,/,11479,/,60pin(FB0301018427),,,"1410807
外购多合一板卡","1418199
高速信号线\FFC-T-30KP-240-Z2\240\ROH",,,,,,,
2025/8/28,32V35RS,3 IN 1,JiangMen,51876,32V35RS51876,434403,611,20,3.27%,主控IC\NT72690TBG-8C2K/W\TP\ROH,是,429023,液晶屏\JHD315K1H61-T0L5B1\S1\GM\R\广,液晶屏面板\PT320AT02-5\GM\ROH,惠科(HKC),1*60pin(Mini LVDS),MINI LVDS,Mini22,ZH_MINI_HD_4,/,60pin(FB0301018427),,,,,用32A40QSV 升级，用22号程序，需要测试,,1265032,WIFI模块\TX7663BU51T\ROH,,,
2025/8/28,65S7NUA,REFLOW,HuangDao,51256,65S7NUA51256,404157,/,/,/,主控IC\MT9618GABTAB\TP\JK\ROH,是,404237,液晶屏\HE650X3U61-T0L1\S0\GM\ROH,液晶屏面板\PT650GT02-7\GM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"352452
TCON-ZJ贴片单元\RSAG2.908.12944-05TP\ROH",68pin(1250761),,,,,"增加天空音、毫米波雷达功能
add ceiling sound/millimeter-wave radar (MWR) sound
1402052 通用射频模块\R601T3R01",,,,,,
2025/8/28,55A60QUV(0002),3 IN 1,HuangDao,53061,55A60QUV(0002)53061,439919,578,26,4.50%,主控IC\\MT9603BAATAC\\TP\\ROH,是,441940,液晶屏\HD550K1U74-T0L3B1\S1\GM\ROH,液晶屏面板\HV550QUB-F72 Rev.1.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"434539
TCON-ZJ贴片单元\RSAG2.908.10545-11TP\ROH",68pin(1250761),,,"425567
转接板组件\RSAG2.908.51470-08\ROH","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2025/8/28,55A50QSV(0002),3 IN 1,HuangDao,53404,55A50QSV(0002)53404,439943,668,23,3.44%,主控IC\NT72690TBG-8H/W\TP\JK\ROH,是,442643,液晶屏\HD550K1U74-T0L3B1\S2\GM\ROH,液晶屏面板\HV550QUB-F72 Rev.1.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"442532
TCON-ZJ贴片单元\RSAG2.908.10545-12TP\ROH",68pin(1250761),,,"425329
转接板组件\RSAG2.908.51470-07\ROH
四合一模块 非远场","1411713
高速信号线\FFC-T-30KP-320-Z4\320\ROH",,,,,,,
2025/9/4,43V35RUF,3 IN 1,JiangMen,53011,43V35RUF53011,438814,697,20,2.87%,主控IC\MT9026PAATAB\TP\JK\ROH,是,439978,液晶屏\JHD425K1F51-T0L1\S1\GM\ROH\广,液晶屏面板\T430HVN01.2\JK\GM\ROH,友达(AUO),2*60pin(Mini LVDS),MINI LVDS,Mini17,ZH_MINI_FHD_2_68,/,60pin(FB0301018427),,,,,,,,,,,
2025/9/4,100Z670SUF(01),REFLOW,HuangDao,52936,100Z670SUF(01)52936,449009,/,/,/,主控IC\MT9025GAFTAB\TP\ROH,否,451283,液晶屏\HD100J3U61-TBL4FB\S0\GM\ROH,液晶屏面板\PTA00GT03-1\GM\ROH,惠科(HKC),41pin+51pin(VB1),4K VB1,/,/,/,41pin(1220743)+51pin(FB0301004900),,,,,,,,,,,
2025/9/4,65Z670SUF(01),REFLOW,HuangDao,52936,65Z670SUF(01)52936,448981,/,/,/,主控IC\MT9025GAFTAB\TP\ROH,是,449129,液晶屏\HD650J3U61-T0L5B2\S0\GM\ROH,液晶屏面板\PT650GT02-A\GM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"450005
TCON-ZJ贴片单元\RSAG2.908.53128-08TP\ROH",68pin(1250761),,,"449490
副板大组拾音\51470-27-50257\ROH","1411034
高速信号线\FFC-T-30-KP-710-Z4\710",,,1265032,WIFI模块\TX7663BU51T\ROH,,,
2025/9/4,75Z670SUF(01),REFLOW,HuangDao,52936,75Z670SUF(01)52936,454718,/,/,/,主控IC\MT9025GAFTAB\TP\ROH,是,451038,液晶屏\HD750J3U63-T0L5FBK2\S0\GM\ROH,液晶屏面板\PT750GT02-8\GM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"450050
TCON-ZJ贴片单元\RSAG2.908.53128-07TP\ROH",68pin(1250761),,,"449490
副板大组拾音\51470-27-50257\ROH","1411978
高速信号线\FFC-V-30KP-800-Z4\800\ROH",,,1265032,WIFI模块\TX7663BU51T\ROH,,,
2025/9/4,55Z670SUF(01),REFLOW,HuangDao,52936,55Z670SUF(01)52936,448981,/,/,/,主控IC\MT9025GAFTAB\TP\ROH,是,449140,液晶屏\HD550J3U52-T0L5B2\S0\GM\ROH,液晶屏面板\T550QVN10.8\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"420654
TCON-ZJ贴片单元\RSAG2.908.53124-01TP\ROH",68pin(1250761),,,,,,,,,,,
2025/9/4,70A60QUF,REFLOW,HuangDao,53514,70A60QUF53514,430474,/,/,/,主控IC\MT9026EAATBC\TP\JK\ROH,是,446647,HD700KJU91-T0L1,液晶屏面板\CV700U3-L01\GF\ROH,彩虹光电(CHOT),1*60pin(PTP),4K VB1,/,11479,/,60pin(FB0301018427),,,,,,,,,,,
2025/9/4,L9QU(02),REFLOW,HuangDao,14255,L9QU(02)14255,363924,/,/,/,,,,,,,,,,,,,,,,,激光,,,,,,
2025/9/11,85Z670SUF(01),REFLOW,HuangDao,52936,85Z670SUF(01)52936,448981,/,/,/,主控IC\MT9025GAFTAB\TP\ROH,是,451266,液晶屏\HD850H3U54-T0L3FBBD\S0\GM\ROH,液晶屏面板\T850QVN08.0\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"431017
TCON-ZJ贴片单元\RSAG2.908.52972-02TP\ROH",68pin(1250761),,,,,,,,,,,
2025/9/18,PT1QU,REFLOW,HuangDao,14321,PT1QU14321,440888,/,/,/,,,,,,,,,,,,,,,,,激光,,,,,,
